"id","timestamp","value","unit"
k2EPh5p,2021-12-17T00:00:00Z,417.485,Wh
ZnOQzHo,2021-12-17T00:00:00Z,368.204,Wh
Wv9WKEv,2021-12-17T00:00:00Z,407.796,Wh
bNfGnYD,2021-12-17T00:00:00Z,528.969,Wh
SSf_nTD,2021-12-17T00:00:00Z,252.891,Wh
6QhpEr0,2021-12-17T00:00:00Z,97.2113,Wh
KnzKrMi,2021-12-17T00:00:00Z,540.369,Wh
PH1UIbw,2021-12-17T00:00:00Z,290.852,Wh
qunvcNC,2021-12-17T00:00:00Z,524.723,Wh
bofqYnX,2021-12-17T00:00:00Z,396.357,Wh
f7KQLQY,2021-12-17T00:00:00Z,441.51,Wh
R52_2c8,2021-12-17T00:00:00Z,305.74,Wh
GGrC59K,2021-12-17T00:00:00Z,,Wh
_rD2qpe,2021-12-17T00:00:00Z,330.954,Wh
NvT1v1D,2021-12-17T00:00:00Z,266.752,Wh
QHk6x-6,2021-12-17T00:00:00Z,,Wh
BvUHIhi,2021-12-17T00:00:00Z,67.7679,Wh
mWnqmbv,2021-12-17T00:00:00Z,517.079,Wh
De-jIf9,2021-12-17T00:00:00Z,58.4927,Wh
cWcI21m,2021-12-17T00:00:00Z,357.545,Wh
DAWO_a9,2021-12-17T00:00:00Z,263.333,Wh
wgCgMDT,2021-12-17T00:00:00Z,936.029,Wh
-hoPe--,2021-12-17T00:00:00Z,1026.21,Wh
cWE__VN,2021-12-17T00:00:00Z,415.186,Wh
OBo27XZ,2021-12-17T00:00:00Z,1148.86,Wh
7BDu6jW,2021-12-17T00:00:00Z,395.054,Wh
ILo-d_s,2021-12-17T00:00:00Z,1096.21,Wh
w9P0nK1,2021-12-17T00:00:00Z,1378.36,Wh
SVPFG60,2021-12-17T00:00:00Z,670.987,Wh
EHeHEZa,2021-12-17T00:00:00Z,365.803,Wh
pLrr3Ys,2021-12-17T00:00:00Z,235.658,Wh
ve-GoD5,2021-12-17T00:00:00Z,1942,Wh
BJRxXOR,2021-12-17T00:00:00Z,306.083,Wh
AZw54Os,2021-12-17T00:00:00Z,696.848,Wh
SUVC2A3,2021-12-17T00:00:00Z,177.499,Wh
NncKXn1,2021-12-17T00:00:00Z,232.369,Wh
dz-lHTC,2021-12-17T00:00:00Z,888.655,Wh
gdZOkeX,2021-12-17T00:00:00Z,890.869,Wh
I5ZOt74,2021-12-17T00:00:00Z,393.076,Wh
gmWEkyG,2021-12-17T00:00:00Z,0,Wh
sfGCcKb,2021-12-17T00:00:00Z,,Wh
IPfUHP7,2021-12-17T00:00:00Z,509.406,Wh
D3VOBtX,2021-12-17T00:00:00Z,957.149,Wh
FZ6sIMB,2021-12-17T00:00:00Z,513.29,Wh
dg3FcBU,2021-12-17T00:00:00Z,0,Wh
EM0Y1B2,2021-12-17T00:00:00Z,704.987,Wh
LzbDLxx,2021-12-17T00:00:00Z,534.745,Wh
hmdT1ia,2021-12-17T00:00:00Z,552.773,Wh
xZlSyX5,2021-12-17T00:00:00Z,3.10515,Wh
0hDIfk0,2021-12-17T00:00:00Z,741.955,Wh
wZ_TqNf,2021-12-17T00:00:00Z,1955.27,Wh
d1CgjFy,2021-12-17T00:00:00Z,872.193,Wh
85qtoAe,2021-12-17T00:00:00Z,1206.48,Wh
yWwA3cu,2021-12-17T00:00:00Z,368.906,Wh
l9FcdQ6,2021-12-17T00:00:00Z,384.945,Wh
M7U3-61,2021-12-17T00:00:00Z,659.651,Wh
FQ2_rrl,2021-12-17T00:00:00Z,910.605,Wh
Sgl1Amw,2021-12-17T00:00:00Z,,Wh
RaGmf9b,2021-12-17T00:00:00Z,127.737,Wh
EC_P_86,2021-12-17T00:00:00Z,691.134,Wh
H3cHB6R,2021-12-17T00:00:00Z,1315.07,Wh
MT8-MzP,2021-12-17T00:00:00Z,231.711,Wh
vaUh7sD,2021-12-17T00:00:00Z,899.189,Wh
M1vvYjg,2021-12-17T00:00:00Z,1046.61,Wh
yVBYfqP,2021-12-17T00:00:00Z,1279.02,Wh
QjoXIVJ,2021-12-17T00:00:00Z,953.021,Wh
EKc2b21,2021-12-17T00:00:00Z,1696.29,Wh
Wb4XUzw,2021-12-17T00:00:00Z,589.302,Wh
PRekVvR,2021-12-17T00:00:00Z,267.428,Wh
dow4tm3,2021-12-17T00:00:00Z,892.252,Wh
